student_id,cumulative_gpa,prereq_gpa,gpa_trend,credits_completed,avg_study_hours_weekly,lms_logins_per_week,assignment_submission_timing,forum_participation_count,video_lecture_completion_rate,study_session_regularity,co_curricular_hours_weekly,grit_proxy_score,final_outcome
S9044,3.93,2.58,0.171,112,24.1,9,On-Time,17,0.91,4.9,2.2,0.79,Pass
S7976,2.31,2.03,0.150,23,21.7,11,Late,12,0.40,2.2,6.0,0.09,Pass
S2240,2.69,3.24,0.067,107,11.8,8,Early,19,0.82,5.8,9.9,0.87,Pass
S5195,2.88,1.58,-0.145,107,14.5,8,Early,13,0.60,4.0,2.5,0.01,At-Risk
S2858,3.08,3.17,0.136,102,21.2,12,On-Time,3,0.30,4.9,2.7,0.20,Pass
S3259,3.90,3.19,-0.012,104,12.4,3,Late,18,0.80,5.7,1.9,0.94,Pass
S2019,2.38,2.37,0.059,80,16.2,14,Early,5,0.44,3.1,12.0,0.43,Pass
S7866,3.93,3.28,0.138,18,17.8,9,Late,7,0.44,5.2,10.8,0.01,Fail
S4070,3.08,3.89,0.043,27,17.8,10,Early,1,0.03,5.9,14.7,0.13,Fail
S2994,2.05,3.99,-0.047,120,20.7,12,Early,6,0.39,4.1,2.4,0.06,At-Risk
S2258,3.04,3.04,0.017,48,21.1,10,On-Time,18,0.29,1.9,2.5,0.88,Fail
S4203,2.24,3.90,-0.010,67,18.4,11,Early,8,0.81,5.0,2.2,0.37,Pass
S1652,2.28,2.18,0.124,74,17.9,3,On-Time,9,0.87,3.5,9.7,0.79,Pass
S6175,2.43,1.92,-0.148,63,20.1,5,Late,1,0.23,4.4,13.2,0.80,Pass
S8315,2.11,3.65,0.113,34,23.7,9,On-Time,11,0.11,3.2,9.8,0.06,Pass
S4519,3.92,1.74,0.036,24,16.6,7,On-Time,2,0.92,2.7,4.4,0.01,Pass
S2721,2.93,3.33,0.039,36,9.6,7,Late,18,0.46,1.2,11.0,0.02,Pass
S1810,3.37,2.00,-0.126,50,15.4,6,Early,18,0.55,5.2,7.6,0.04,Pass
S5436,2.41,2.31,-0.150,62,20.2,11,Early,5,0.26,4.5,5.2,0.21,Pass
S6894,3.26,1.99,-0.020,70,19.6,3,Late,4,0.94,3.6,9.0,0.12,At-Risk
S1032,2.21,1.72,-0.116,101,15.0,11,On-Time,8,0.72,2.1,11.1,0.83,Fail
S9425,2.86,3.05,-0.010,50,13.3,7,On-Time,17,0.30,4.9,8.6,0.67,Pass
S8261,3.20,3.12,-0.138,105,16.1,12,Early,3,0.15,1.7,0.6,0.43,Pass
S1673,3.70,3.02,0.008,111,10.9,11,Early,5,0.48,5.8,8.8,0.65,Fail
S8480,3.18,2.10,-0.017,67,20.2,9,Early,12,0.44,2.2,9.3,0.83,Pass
S2560,3.53,3.91,0.150,49,11.9,7,On-Time,9,0.64,3.7,6.7,0.07,Pass
S2318,3.11,2.40,0.115,31,15.8,10,On-Time,16,0.79,2.6,10.8,0.26,Pass
S2967,2.82,2.60,0.186,41,20.6,6,Late,4,0.09,3.5,5.2,0.82,At-Risk
S5602,3.81,3.30,-0.109,19,5.5,9,Late,9,0.72,2.5,4.3,0.80,Pass
S3272,3.69,2.23,0.087,102,10.8,12,Early,9,0.42,1.3,12.4,0.67,Pass
S2526,3.20,2.45,0.104,82,12.9,11,On-Time,18,0.26,3.4,1.4,0.08,Fail
S8153,3.39,1.68,-0.136,111,15.5,6,Early,0,0.81,3.8,0.6,0.62,At-Risk
S9075,3.99,2.02,0.197,74,15.1,8,Late,12,0.48,1.5,1.6,0.16,Pass
S5631,2.27,3.19,-0.085,64,21.3,6,On-Time,6,0.70,4.3,3.4,0.39,Fail
S3696,3.93,2.80,-0.141,77,19.8,10,On-Time,11,0.20,1.8,1.0,0.71,Pass
S2372,2.29,3.10,-0.131,36,8.8,5,Early,17,0.60,4.6,6.5,0.29,At-Risk
S4218,2.51,1.55,-0.082,112,7.4,15,Early,2,0.98,2.9,5.8,0.45,Fail
S7226,3.90,3.24,-0.071,71,16.3,11,Late,9,0.24,3.7,7.6,0.19,Fail
S3028,2.17,3.94,0.137,100,18.2,10,Late,19,0.36,4.2,3.5,0.81,Fail
S8033,3.60,2.90,-0.086,96,10.3,4,Early,19,0.89,2.1,5.1,0.87,Fail
S3488,2.05,3.04,-0.095,40,24.8,7,On-Time,12,0.32,2.9,13.5,0.86,Fail
S4660,3.83,3.92,0.006,64,20.0,11,Late,2,0.01,2.7,5.1,0.53,At-Risk
S4613,2.18,3.60,-0.169,27,8.8,3,Late,15,0.04,3.5,6.1,0.47,Pass
S8308,3.53,3.99,-0.009,34,16.5,3,On-Time,16,0.06,3.1,2.6,0.62,Fail
S5985,2.22,1.75,-0.162,59,23.7,10,On-Time,3,0.89,2.8,5.6,0.73,Fail
S7051,2.99,3.00,-0.197,49,18.3,15,On-Time,10,0.67,3.7,11.1,0.88,Pass
S5933,2.66,2.99,0.160,105,21.4,4,Early,13,0.64,1.4,1.6,0.65,Pass
S5637,3.45,2.49,0.171,56,20.4,9,Late,17,0.94,2.5,6.2,0.61,Pass
S1949,2.53,3.25,0.030,79,24.8,4,On-Time,10,0.95,1.5,14.6,0.04,Pass
S4533,2.96,3.32,0.159,48,8.9,7,Late,13,0.09,1.1,8.0,0.24,Pass
S2362,3.67,3.04,0.079,55,24.8,14,Late,18,0.12,5.8,0.5,0.71,At-Risk
S8224,2.90,3.89,0.011,39,21.3,4,Late,19,0.30,1.3,1.9,0.13,Pass
S4260,3.40,2.27,0.025,92,22.6,5,Early,15,0.06,2.8,12.6,0.90,Fail
S8756,2.96,1.51,0.094,46,10.7,9,Late,12,0.85,3.9,13.4,0.62,At-Risk
S9661,3.73,3.17,0.071,74,16.9,4,Early,14,0.53,3.5,9.1,0.90,Fail
S7539,2.56,1.89,-0.055,114,15.5,15,On-Time,16,0.40,3.2,6.7,0.28,Pass
S7938,3.13,3.85,-0.003,118,15.8,9,On-Time,12,0.62,3.5,8.1,0.06,Pass
S3387,2.88,1.74,-0.190,41,14.4,7,On-Time,2,0.72,2.8,12.1,0.53,Pass
S5486,2.71,2.49,-0.048,44,14.5,14,Early,16,0.49,2.6,6.8,0.86,Pass
S9819,3.28,2.06,-0.109,83,5.6,4,On-Time,10,0.43,2.9,1.5,0.39,Pass
S3646,2.95,2.14,0.152,46,17.1,11,Early,3,0.36,4.9,9.3,0.42,Pass
S2605,2.28,1.95,0.088,100,12.0,9,Early,0,0.18,3.3,8.8,0.53,Pass
S5880,2.92,3.63,-0.131,113,23.8,12,Early,19,0.71,5.2,13.5,0.11,Pass
S4564,3.05,3.15,-0.154,105,10.7,6,Late,1,0.01,3.2,13.1,0.58,Fail
S9186,2.00,1.65,0.128,112,23.3,12,Late,5,0.83,1.5,1.0,0.51,At-Risk
S1608,3.36,2.64,0.094,93,7.5,15,On-Time,16,0.92,2.4,5.9,0.67,Pass
S6778,2.09,3.92,0.099,113,9.8,8,Late,8,0.47,4.4,6.9,0.57,Fail
S5042,2.03,3.35,0.092,117,16.7,15,Early,17,0.76,2.8,2.3,0.23,Pass
S2001,2.32,3.49,-0.007,102,5.2,9,Late,19,0.91,2.3,12.2,0.03,At-Risk
S8109,3.96,3.09,-0.028,63,6.0,8,Early,3,0.33,2.1,10.5,0.02,Fail
S6506,2.31,1.68,0.052,38,6.5,7,Early,10,0.13,2.5,5.7,0.06,At-Risk
S7786,3.53,3.98,0.187,97,5.9,7,Early,4,0.73,3.3,5.7,0.47,At-Risk
S4673,3.85,1.61,0.047,43,17.8,5,Late,4,0.32,4.3,4.0,0.27,At-Risk
S1834,2.62,2.61,-0.152,70,24.4,14,Late,6,0.99,5.8,12.1,0.17,Pass
S1281,3.12,2.44,0.068,93,7.3,15,Early,1,0.62,2.8,1.2,0.78,At-Risk
S6094,3.02,3.28,-0.026,119,7.1,11,Early,14,0.91,2.2,8.9,0.71,Pass
S8428,3.43,1.58,-0.179,43,10.0,4,Early,0,0.09,4.3,11.4,0.70,Pass
S2029,3.49,1.83,0.031,27,21.3,15,Early,16,0.19,1.8,5.2,0.72,Fail
S7709,2.44,2.72,0.018,115,14.3,8,Late,17,0.96,2.7,10.5,0.80,Fail
S3529,3.13,2.67,0.177,84,5.9,9,On-Time,19,0.76,5.1,13.4,0.13,Fail
S4631,3.83,1.81,-0.123,25,14.8,11,Early,7,0.09,2.0,1.5,0.42,Pass
S8952,3.41,3.88,0.008,75,6.4,13,On-Time,11,0.43,5.0,11.7,0.79,Pass
S4288,3.60,3.78,-0.093,49,8.9,4,On-Time,4,0.74,5.7,8.7,0.63,At-Risk
S9422,2.62,2.96,0.199,94,14.2,11,Late,19,0.70,3.4,14.6,0.17,At-Risk
S7285,2.71,2.31,0.009,101,19.4,7,Late,8,0.51,1.8,0.6,0.67,Pass
S8377,2.86,3.20,-0.150,107,11.5,4,On-Time,18,0.91,5.0,13.4,0.51,Pass
S7906,2.36,2.82,0.067,107,21.5,15,Early,10,0.63,4.2,11.4,0.63,Pass
S7367,3.45,3.16,-0.072,81,20.7,6,Late,9,0.59,1.7,9.0,0.03,At-Risk
S3538,3.65,3.45,-0.159,92,15.0,15,On-Time,0,0.39,5.8,11.8,0.33,Pass
S3097,2.97,1.78,0.009,28,19.6,14,Early,12,0.03,3.3,4.7,0.54,Pass
S6342,3.85,1.80,0.164,77,21.5,15,On-Time,12,0.89,2.1,7.4,0.56,Pass
S4726,3.70,1.65,-0.072,72,20.5,10,Late,14,0.23,5.2,1.7,0.18,At-Risk
S3176,3.10,2.19,-0.169,112,6.7,5,Early,7,0.06,1.5,7.4,0.42,At-Risk
S8416,2.56,2.86,-0.083,24,15.4,15,On-Time,14,0.90,5.9,14.6,0.53,Pass
S7765,3.63,3.64,0.195,15,7.4,15,Early,8,0.84,1.9,10.8,0.08,Fail
S1125,2.62,2.51,0.050,29,5.3,7,Late,18,0.91,2.3,14.1,0.86,Fail
S7126,3.46,3.36,-0.136,93,23.8,5,Late,10,0.70,3.5,11.8,0.61,Pass
S2657,3.05,2.27,0.188,84,15.1,8,Early,16,0.83,5.5,9.8,0.68,Pass
S9236,2.66,3.48,-0.111,85,16.7,12,Late,6,0.38,2.5,9.0,0.22,Pass
S1956,3.61,1.71,0.022,112,13.3,7,Late,10,0.84,2.3,1.0,0.56,Fail
S2956,2.02,3.36,-0.140,45,9.7,15,Early,11,0.84,1.7,3.3,0.68,Pass
S3656,3.58,2.09,0.017,54,16.6,3,On-Time,14,0.81,4.5,6.7,0.17,Pass
S1205,2.30,2.46,0.103,80,16.2,14,On-Time,15,0.51,1.7,14.7,0.94,At-Risk
S4876,3.25,3.40,0.055,103,19.5,13,Late,18,0.69,2.6,8.8,0.56,Pass
S5375,3.96,3.97,-0.031,115,11.8,15,Late,12,0.79,3.6,12.3,0.10,Pass
S1268,3.89,1.96,0.180,110,9.2,15,Early,16,0.08,2.2,4.4,0.72,Pass
S8013,3.34,3.93,-0.171,113,11.5,14,Late,12,0.77,3.5,13.8,0.55,Fail
S4310,2.24,3.65,-0.159,85,5.1,3,Early,18,0.11,1.1,2.2,0.39,Pass
S6732,3.40,3.57,-0.030,106,11.6,6,On-Time,16,0.22,1.8,8.3,0.43,Pass
S6860,3.42,2.79,0.035,76,23.8,3,Early,13,0.54,2.3,6.7,0.06,At-Risk
S2392,2.94,2.22,-0.012,36,17.3,5,On-Time,16,0.82,5.8,2.8,0.27,At-Risk
S4946,2.46,1.66,-0.047,82,8.3,14,Late,4,0.16,4.1,7.2,0.34,Pass
S8516,2.33,3.38,-0.122,60,14.6,12,On-Time,4,0.64,1.4,12.7,0.91,At-Risk
S3817,2.23,3.05,0.121,104,22.9,8,On-Time,8,0.33,5.6,14.8,0.44,Pass
S8965,3.69,3.89,0.033,18,7.5,5,On-Time,18,0.87,2.9,11.1,0.70,Pass
S8238,3.94,3.58,0.046,103,13.3,5,Late,17,0.89,3.8,13.5,0.99,Fail
S7858,3.67,3.73,0.135,103,20.4,14,Early,2,0.84,2.6,1.3,0.90,At-Risk
S6039,2.06,2.49,-0.041,100,10.7,14,Late,9,0.25,2.1,5.0,0.10,Pass
S9746,2.59,3.96,0.148,72,25.0,14,On-Time,6,0.22,2.8,3.7,0.35,Pass
S7907,3.86,3.70,-0.144,91,21.5,4,Early,18,0.77,5.1,12.0,0.65,At-Risk
S2029,2.24,2.79,-0.184,69,12.7,10,On-Time,11,0.49,3.1,1.4,0.40,Fail
S8441,3.31,3.40,-0.152,89,22.6,12,On-Time,15,0.34,4.0,10.8,0.83,Fail
S2637,2.03,2.20,-0.151,105,11.7,10,On-Time,1,0.74,4.8,8.7,0.10,Pass
S3439,3.58,3.25,0.199,89,20.4,6,Late,12,0.26,4.1,2.2,0.93,Pass
S1941,3.76,2.84,0.027,85,9.1,12,Late,17,0.56,5.9,9.8,0.57,Pass
S9454,2.01,1.85,-0.127,59,15.9,14,On-Time,8,0.33,2.9,10.9,0.41,Pass
S5933,2.81,1.85,0.183,81,18.5,3,Late,2,0.38,2.3,4.7,0.73,Pass
S4585,3.58,1.61,-0.026,69,14.2,6,On-Time,5,0.24,4.8,14.8,0.19,Pass
S9645,3.87,1.51,0.105,96,11.6,10,On-Time,2,0.86,1.3,0.1,0.18,Fail
S6526,2.87,3.96,0.096,117,19.3,7,On-Time,3,0.15,2.1,11.3,0.16,Pass
S8820,3.15,3.36,-0.073,71,15.7,6,Late,0,0.68,4.8,3.4,0.41,Fail
S8862,2.53,2.55,-0.040,101,13.7,5,Early,9,0.57,1.9,14.1,0.04,At-Risk
S4835,3.10,3.04,-0.180,20,15.9,6,Early,12,0.51,4.9,5.2,0.17,At-Risk
S9618,2.25,2.13,-0.037,16,23.1,6,On-Time,19,0.44,4.7,7.7,0.39,At-Risk
S2873,3.65,3.18,0.190,93,22.2,15,Late,7,0.24,5.5,11.8,0.20,Pass
S6054,2.24,3.05,-0.181,85,6.2,7,On-Time,15,0.54,3.6,10.7,0.90,Pass
S3344,3.90,2.00,-0.030,17,21.9,5,Early,11,0.47,4.8,4.8,0.10,Fail
S9710,3.16,3.82,0.101,54,9.2,13,Early,5,0.04,5.6,8.5,0.94,Fail
S4558,2.35,2.47,-0.186,62,16.4,13,Late,2,0.25,4.2,10.4,0.55,Fail
S9707,2.66,1.96,-0.109,118,5.6,4,Early,2,0.40,3.5,8.8,0.40,Pass
S7646,3.62,2.09,0.188,115,23.6,14,On-Time,4,0.04,4.1,7.7,0.68,Fail
S1293,2.28,2.76,0.117,63,21.0,15,On-Time,16,0.48,4.2,11.9,0.67,Pass
S5732,3.67,3.37,-0.031,54,5.4,6,Early,8,0.98,4.5,4.8,0.80,Fail
S7637,2.94,3.83,-0.200,24,22.4,10,Early,6,0.87,3.4,13.8,0.98,At-Risk
S2356,3.52,2.34,-0.066,51,19.2,4,Early,16,0.34,3.6,14.7,0.26,Fail
S4878,2.92,2.72,-0.001,108,13.5,14,Early,18,0.52,1.7,13.7,0.94,Fail
S5144,3.45,2.75,-0.042,41,15.6,14,Late,16,0.27,1.1,4.0,0.68,At-Risk
S2423,2.34,2.61,-0.148,38,13.6,9,Early,11,0.60,1.1,9.8,0.33,Pass
S3730,3.76,3.39,-0.097,71,20.5,9,On-Time,14,0.79,4.1,11.0,0.33,Pass
S8490,2.08,3.76,-0.081,105,23.2,12,Early,1,0.61,3.9,14.3,0.14,Pass
S3930,3.93,3.47,-0.184,47,22.3,13,On-Time,18,0.04,2.8,12.3,0.82,Pass
S6909,3.30,2.91,0.030,118,12.9,9,Late,18,0.71,2.2,11.9,0.89,Fail
S1162,2.40,3.72,-0.180,22,23.9,5,On-Time,1,0.69,4.0,3.3,0.02,Pass
S8168,3.39,3.48,0.027,93,18.3,12,Early,5,0.39,3.6,11.8,0.16,Pass
S1120,2.75,3.08,0.109,101,20.0,8,Late,17,0.78,4.6,7.1,0.24,Fail
S3708,2.42,3.75,-0.197,105,20.2,14,Early,17,0.26,3.4,14.1,0.39,Pass
S6691,2.43,3.44,-0.159,44,19.5,4,Late,8,0.63,1.9,12.7,0.61,Pass
S3470,2.15,3.27,-0.145,72,8.5,14,On-Time,16,0.22,3.0,9.1,0.93,At-Risk
S7133,3.97,2.64,0.132,72,12.3,12,Early,15,0.09,5.2,6.4,0.82,Pass
S3695,3.45,2.33,-0.081,92,12.4,13,On-Time,16,0.77,4.3,11.4,0.32,Pass
S5493,2.72,2.98,-0.048,95,21.7,11,On-Time,17,0.04,3.7,7.3,0.99,Pass
S1967,2.31,2.07,0.119,59,14.9,11,Late,11,0.66,1.1,6.6,0.87,Pass
S3280,3.05,2.93,0.114,44,21.6,13,On-Time,5,0.11,4.9,1.3,0.87,At-Risk
S5512,2.29,2.75,-0.193,57,12.7,6,Late,10,0.71,5.4,7.6,0.43,Pass
S5386,3.07,1.89,0.172,107,18.7,3,Early,18,0.67,5.6,14.3,0.24,Pass
S5746,3.48,2.59,0.112,30,20.4,14,Early,11,0.97,1.5,9.5,0.43,Pass
S9261,3.86,3.19,-0.186,50,19.6,7,On-Time,1,0.08,2.7,8.3,0.58,At-Risk
S9068,4.00,2.28,0.178,17,20.9,11,On-Time,12,0.01,5.2,7.6,0.22,At-Risk
S5329,3.17,2.57,-0.048,41,23.0,14,Late,16,0.12,1.4,7.6,0.02,At-Risk
S6910,3.93,2.59,-0.088,84,19.4,4,On-Time,9,0.61,4.8,5.4,0.58,At-Risk
S6666,3.66,2.41,-0.078,18,17.0,7,Early,7,0.80,3.9,2.1,0.51,Fail
S2035,3.80,2.61,0.024,85,23.5,10,Late,3,0.55,3.2,10.0,0.50,Pass
S8920,3.61,1.51,-0.027,43,21.1,12,On-Time,0,0.30,4.8,5.7,0.20,Pass
S1079,3.57,3.61,0.175,69,7.8,8,On-Time,2,0.76,1.0,2.1,0.28,Pass
S6480,2.14,3.03,-0.139,37,13.6,6,On-Time,5,0.18,2.5,12.8,0.14,Fail
S9353,2.07,3.57,0.018,96,23.4,5,Late,1,0.65,1.7,14.5,0.80,Pass
S1900,2.91,3.05,-0.054,78,23.5,9,Early,17,0.94,2.2,3.7,0.22,Pass
S9886,2.98,2.25,-0.058,61,13.0,3,Early,17,0.77,2.0,4.5,0.05,At-Risk
S8573,2.38,2.24,-0.018,91,8.1,14,On-Time,11,0.68,4.2,13.6,0.32,Pass
S7725,3.33,1.94,-0.085,87,10.1,8,On-Time,13,0.61,4.1,14.7,0.94,At-Risk
S1649,2.48,3.16,0.015,85,14.8,3,On-Time,17,0.12,5.0,10.9,0.72,Pass
S4481,2.40,3.87,0.031,95,24.1,7,Late,7,0.74,4.2,7.7,0.37,Pass
S6209,3.87,3.21,0.171,113,8.5,7,Early,19,0.83,3.2,3.3,0.80,Pass
S2123,3.27,2.64,-0.050,29,9.8,15,On-Time,4,0.16,1.8,4.9,0.50,Pass
S7687,3.64,3.14,0.155,30,23.7,10,Late,5,0.73,2.3,13.6,0.94,Fail
S9030,2.71,3.89,0.044,118,21.8,10,Early,17,0.92,5.9,3.8,0.28,Pass
S8541,3.51,3.80,0.042,37,21.6,7,Late,14,0.78,5.1,13.7,0.72,Pass
S3282,3.73,2.51,-0.159,95,14.9,7,Late,6,0.99,1.9,3.7,0.32,Pass
S6177,2.61,3.39,-0.028,69,12.8,3,Early,14,0.01,3.2,12.4,0.29,Pass
S6213,2.47,1.52,0.165,38,8.2,15,On-Time,12,0.31,5.0,5.4,0.83,Pass
S9116,2.61,2.89,-0.058,66,23.6,12,Early,1,0.72,4.3,12.2,0.10,Fail
S5204,3.72,1.55,0.185,73,14.9,12,Early,8,0.24,4.8,0.3,0.01,At-Risk
S1420,3.52,2.16,0.103,64,9.0,4,Early,9,0.00,4.4,14.6,0.79,Pass
S4729,2.87,3.49,0.156,95,17.1,14,On-Time,14,0.09,1.1,7.0,0.56,At-Risk
S8366,3.87,1.56,-0.050,85,9.5,15,Late,16,0.43,1.8,14.1,0.37,Pass
S7655,2.38,1.68,-0.138,59,5.4,5,Early,8,0.02,1.4,7.9,0.46,Fail
S2360,3.42,1.81,0.017,68,13.2,3,On-Time,3,0.09,2.6,11.6,0.63,Pass
S7788,2.77,2.83,-0.037,69,23.7,11,Early,6,0.14,3.6,8.4,0.04,Fail
S9118,2.41,1.88,0.074,32,23.3,13,On-Time,14,0.77,2.1,0.5,0.83,Pass
S2669,2.04,2.98,-0.167,85,18.7,9,Early,2,0.87,1.1,10.8,0.30,Fail
S9080,3.25,2.55,-0.186,54,10.2,10,Late,2,0.49,2.3,2.1,0.62,Pass
S8620,3.69,2.62,-0.088,71,14.9,11,Late,3,0.55,3.6,6.6,0.38,Fail
S3089,2.75,3.13,0.055,62,8.4,6,Early,1,0.18,1.1,0.2,0.20,Pass
S6043,3.15,2.45,0.141,65,13.9,5,Late,14,0.29,3.8,2.0,0.44,Pass
S8305,2.86,3.70,0.025,77,19.0,9,On-Time,0,0.73,2.7,13.6,0.73,Pass
S3967,2.79,2.22,0.111,67,19.2,4,On-Time,4,0.11,1.6,3.5,0.66,Pass
S2384,3.83,3.08,-0.036,64,16.8,3,Late,4,0.18,3.7,7.9,0.04,Fail
S7843,3.35,2.75,0.107,58,6.2,10,On-Time,3,0.25,2.7,5.6,0.55,Fail
S4898,4.00,2.40,-0.188,115,22.6,12,Late,4,0.19,5.9,5.8,0.54,Pass
S7590,3.91,3.52,-0.151,41,16.5,11,Late,19,0.82,5.3,13.6,0.50,Fail
S8003,3.97,1.74,0.005,36,20.1,15,On-Time,0,0.85,5.8,6.2,0.36,Fail
S3896,2.40,3.44,0.137,116,17.8,11,Late,1,0.65,1.6,9.4,0.58,At-Risk
S8365,3.34,2.44,-0.032,118,18.2,6,Late,7,0.56,4.1,12.3,0.81,Pass
S9762,2.53,2.21,0.195,43,8.4,8,On-Time,5,0.39,1.6,11.3,0.55,Pass
S5332,3.92,2.56,-0.089,30,18.5,7,Late,6,0.37,2.5,3.1,0.03,Pass
S9299,3.26,2.28,-0.084,116,7.2,7,On-Time,12,0.86,2.5,2.4,0.22,Pass
S1353,3.45,2.91,-0.081,68,6.9,7,Late,18,0.36,1.7,13.8,0.91,Pass
S8775,2.78,1.52,-0.198,32,8.1,15,On-Time,6,0.70,4.6,13.2,0.95,Pass
S4652,3.82,3.75,-0.051,101,11.5,15,Late,9,0.48,5.0,9.9,0.29,Pass
S8912,3.00,3.91,-0.189,31,19.6,6,Late,13,0.19,3.3,12.2,0.45,Pass
S7148,3.80,2.04,-0.079,26,24.0,7,Late,10,0.44,3.7,5.2,0.36,Pass
S6434,2.47,3.46,-0.099,35,10.1,10,Late,13,0.37,2.6,11.0,0.86,Fail
S9630,2.23,1.97,-0.086,39,7.6,14,Early,17,0.02,3.4,3.3,0.32,Fail
S6862,3.89,3.65,-0.129,90,16.7,12,Late,14,0.40,4.8,7.6,0.01,Pass
S4177,3.77,3.40,0.060,81,8.7,12,Late,13,0.49,2.2,3.1,0.32,Pass
S3562,2.04,2.58,0.107,94,20.7,15,Late,9,0.20,1.1,8.8,0.97,Pass
S3828,3.11,3.63,0.135,60,14.3,10,Late,7,0.39,4.1,8.0,0.65,Pass
S4041,2.32,3.72,0.025,81,6.8,14,Late,18,0.23,3.8,11.2,0.89,Pass
S2507,3.66,2.16,0.055,87,14.3,3,On-Time,2,0.50,4.7,8.6,0.10,At-Risk
S4496,3.61,2.24,-0.185,107,7.8,5,Early,19,0.70,4.8,0.8,0.98,Pass
S9195,2.82,3.61,0.070,117,8.4,3,Late,19,0.08,2.4,14.5,0.72,Pass
S2607,3.85,2.03,-0.116,51,14.6,11,Early,1,0.85,5.1,1.6,0.86,At-Risk
S3349,3.66,3.83,-0.143,30,18.4,5,Early,4,0.32,1.2,14.5,0.64,Pass
S3588,3.94,3.31,0.001,92,10.7,4,On-Time,2,0.60,5.6,8.1,0.09,Pass
S9574,3.14,1.51,0.111,59,5.4,7,Late,0,0.14,4.8,1.0,0.35,Pass
S1483,2.22,3.37,0.140,31,11.7,12,On-Time,10,0.39,4.3,11.1,0.96,At-Risk
S3550,2.86,3.04,-0.155,84,12.2,15,On-Time,17,0.11,1.6,12.8,0.03,Pass
S7708,3.45,2.96,-0.177,31,10.3,15,Late,17,0.30,4.7,12.4,0.54,Pass
S9196,2.25,2.91,0.179,108,10.2,6,On-Time,0,0.72,1.6,1.5,0.26,Pass
S9857,2.28,3.23,-0.034,97,5.8,7,On-Time,8,0.42,5.2,13.3,0.98,Pass
S9100,2.28,2.26,-0.166,27,11.5,8,On-Time,10,0.85,3.7,2.4,0.98,Pass
S4740,3.21,3.41,0.020,24,19.1,7,On-Time,0,0.43,5.3,7.2,0.06,Pass
S1184,3.73,3.11,-0.073,61,6.6,13,Early,18,0.53,4.8,8.0,0.57,Pass
S6685,3.07,3.99,0.016,98,11.7,3,Late,7,0.48,2.3,5.3,0.99,Fail
S3630,3.83,3.08,0.065,38,5.8,13,Early,19,0.88,5.1,11.4,0.36,Pass
S4083,3.96,3.15,-0.089,30,11.1,12,Early,7,0.31,5.0,6.4,0.43,Pass
S8051,3.56,3.40,0.138,91,7.4,10,Late,13,0.38,4.7,7.9,0.25,Pass
S8187,2.77,3.70,-0.173,33,20.3,8,Early,16,0.56,3.1,0.5,0.81,At-Risk
S6911,3.33,2.41,-0.186,108,8.8,8,Late,14,0.33,1.1,15.0,0.67,Fail
S5154,3.09,3.23,-0.002,21,12.1,12,Early,7,0.46,3.4,6.0,0.90,Fail
S5200,3.16,2.28,0.130,53,24.5,4,Early,16,0.63,3.3,6.8,0.71,Pass
S9348,3.73,2.32,0.015,101,9.3,9,Late,13,0.61,1.3,5.9,0.55,At-Risk
S7354,3.49,3.79,-0.013,102,8.1,11,On-Time,12,0.69,2.0,2.2,0.57,Pass
S1883,3.65,3.46,0.165,37,9.1,12,On-Time,13,0.13,4.6,7.2,0.78,At-Risk
S6427,2.33,1.75,-0.053,69,19.1,15,Early,16,0.74,1.2,5.9,0.23,Pass
S6420,3.45,2.99,0.078,117,12.9,10,Early,11,0.01,3.2,14.7,0.06,Pass
S2512,2.97,3.60,0.121,16,15.6,6,Early,5,0.26,5.8,14.3,0.34,Fail
S5217,3.34,3.73,-0.127,28,20.9,9,Late,10,0.73,4.6,8.3,0.87,Pass
S5416,2.26,3.52,0.168,49,11.2,8,Early,14,0.74,5.6,9.3,0.46,Pass
S1421,3.59,3.24,0.197,97,11.9,3,Late,15,0.11,1.2,13.8,0.47,Pass
S3577,3.28,2.31,0.185,33,17.1,13,Late,10,0.66,5.6,1.5,0.41,Fail
S2618,3.51,2.68,-0.030,116,7.8,8,Early,5,0.41,3.8,12.7,0.98,Pass
S7242,2.58,2.77,0.103,68,9.8,13,Early,11,0.74,2.3,1.6,0.98,Fail
S6632,2.94,3.79,-0.169,100,23.6,13,On-Time,4,0.72,5.9,6.1,0.67,Fail
S3884,3.89,3.27,-0.021,48,22.6,7,Early,18,0.37,1.8,11.0,0.84,Pass
S7566,2.19,1.51,0.080,15,21.7,6,On-Time,0,0.51,4.7,6.4,0.47,Fail
S5873,2.32,1.93,-0.009,91,23.2,6,Late,18,0.42,3.5,0.7,0.72,Pass
S4102,2.49,2.25,-0.077,65,11.9,13,Late,7,0.58,3.3,3.5,0.82,Pass
S1405,3.13,3.91,0.133,37,15.9,13,On-Time,7,0.16,5.3,14.3,0.84,Pass
S1052,3.03,2.71,0.013,39,16.0,10,On-Time,17,0.07,4.0,9.9,0.68,Fail
S6665,2.90,1.87,0.005,37,8.7,12,Late,7,0.55,5.2,4.8,0.55,Pass
S4146,2.36,1.90,-0.104,79,17.3,8,Late,10,0.90,3.0,3.8,0.84,Fail
S3256,3.26,2.01,-0.090,109,5.2,8,Early,11,0.67,4.1,4.6,0.27,Pass
S8087,2.38,3.79,-0.045,88,15.6,15,Early,14,0.33,5.7,11.5,0.48,At-Risk
